bus_name,departure_time,pick_up_point,arrival_time,drop_of_point,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,date,duration_m,route
Liên Hưng,20:30:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,313000000,280000000,11.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Other,05:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Liên Hưng,20:45:00,Other,02:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,345,Sài Gòn - Nha Trang
Mạnh Hùng,19:01:00,Văn phòng,01:41:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,770000000,770000000,0.0,Saturday,11-10-2025,400,Sài Gòn - Nha Trang
Liên Hưng,20:45:00,Other,03:30:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,378000000,300000000,21.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Mạnh Hùng,19:05:00,Bến xe,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Liên Hưng,19:45:00,Other,05:15:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Mạnh Hùng,19:36:00,Bến xe,01:41:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,770000000,770000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Mạnh Hùng,19:00:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
Cúc Tùng,05:00:00,Bến xe,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,665,Sài Gòn - Nha Trang
Liên Hưng,19:20:00,Other,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,310,Sài Gòn - Nha Trang
Liên Hưng,20:45:00,Other,00:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,240,Sài Gòn - Nha Trang
Liên Hưng,19:30:00,Other,05:15:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,420000000,14.0,Saturday,11-10-2025,585,Sài Gòn - Nha Trang
Liên Hưng,22:30:00,Other,07:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Liên Hưng,20:20:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,310,Sài Gòn - Nha Trang
Mạnh Hùng,19:10:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,Saturday,11-10-2025,380,Sài Gòn - Nha Trang
Mạnh Hùng,18:40:00,Other,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
Mạnh Hùng,17:10:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
Liên Hưng,19:45:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,345,Sài Gòn - Nha Trang
Quang Hạnh,20:40:00,Other,03:45:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,Saturday,11-10-2025,425,Sài Gòn - Nha Trang
Mộc Thảo,20:05:00,Other,06:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,34,320000000,320000000,0.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
Năm Rùm,17:30:00,Other,02:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Mạnh Hùng,19:25:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Mạnh Hùng,17:25:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
Mạnh Hùng,16:55:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Mạnh Hùng,17:30:00,Bến xe,02:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,660000000,660000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Liên Hưng,20:45:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,285,Sài Gòn - Nha Trang
Phúc Yên,17:30:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,480,Sài Gòn - Nha Trang
Phúc An Express,22:15:00,Văn phòng,05:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,460,Sài Gòn - Nha Trang
Năm Rùm,17:10:00,Other,02:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,Saturday,11-10-2025,530,Sài Gòn - Nha Trang
Phúc Yên,17:10:00,Other,01:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Mạnh Hùng,19:26:00,Other,01:41:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,770000000,770000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Phúc An Express,23:00:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Mạnh Hùng,18:02:00,Văn phòng,03:02:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,770000000,770000000,0.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Mạnh Hùng,17:50:00,Bến xe,23:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Mạnh Hùng,19:11:00,Other,01:41:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,770000000,770000000,0.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
Mạnh Hùng,19:21:00,Other,01:41:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,770000000,770000000,0.0,Saturday,11-10-2025,380,Sài Gòn - Nha Trang
Mạnh Hùng,16:31:00,Bến xe,02:26:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,550000000,550000000,0.0,Saturday,11-10-2025,595,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,373000000,320000000,14.0,Saturday,11-10-2025,585,Sài Gòn - Nha Trang
Dũng Lệ,18:15:00,Văn phòng,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,60,24,500000000,500000000,0.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Mạnh Hùng,18:00:00,Văn phòng,03:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,500000000,500000000,0.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Phúc An Express,23:00:00,Other,05:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
Cúc Tùng,06:00:00,Bến xe,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Quang Hạnh,19:00:00,Other,03:25:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
Mạnh Hùng,17:40:00,Other,23:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,17:00:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,440,Sài Gòn - Nha Trang
Mộc Thảo,20:15:00,Other,06:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,24,450000000,450000000,0.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
Mạnh Hùng,16:32:00,Bến xe,02:27:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,880000000,880000000,0.0,Saturday,11-10-2025,595,Sài Gòn - Nha Trang
Mạnh Hùng,17:30:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
Mạnh Hùng,17:40:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Phúc Yên,17:15:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,24,400000000,400000000,0.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Liên Hưng,19:45:00,Other,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,285,Sài Gòn - Nha Trang
Mạnh Hùng,17:05:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
Ngàn Hà,18:31:00,Văn phòng,01:56:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,61,24,500000000,400000000,20.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Phúc Yên,16:55:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,24,400000000,400000000,0.0,Saturday,11-10-2025,530,Sài Gòn - Nha Trang
Mạnh Hùng,17:50:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,395,Sài Gòn - Nha Trang
Mạnh Hùng,16:50:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Mạnh Hùng,17:45:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,395,Sài Gòn - Nha Trang
Mạnh Hùng,18:55:00,Other,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,17:20:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,425,Sài Gòn - Nha Trang
Mạnh Hùng,17:05:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,440,Sài Gòn - Nha Trang
Mạnh Hùng,18:10:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,17:35:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Mạnh Hùng,17:55:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,385,Sài Gòn - Nha Trang
Mạnh Hùng,17:25:00,Other,23:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
Mạnh Hùng,19:15:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,18:50:00,Other,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,380,Sài Gòn - Nha Trang
Mạnh Hùng,18:20:00,Bến xe,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Mạnh Hùng,17:15:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,425,Sài Gòn - Nha Trang
Mạnh Hùng,18:15:00,Bến xe,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,365,Sài Gòn - Nha Trang
Mạnh Hùng,18:05:00,Other,00:20:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,660000000,660000000,0.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,17:35:00,Other,23:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,600000000,600000000,0.0,Saturday,11-10-2025,380,Sài Gòn - Nha Trang
Mạnh Hùng,18:00:00,Other,00:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,1000000000,1000000000,0.0,Saturday,11-10-2025,385,Sài Gòn - Nha Trang
Quang Hạnh,20:15:00,Other,03:45:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Mộc Thảo,19:40:00,Văn phòng,06:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,34,320000000,320000000,0.0,Saturday,11-10-2025,625,Sài Gòn - Nha Trang
Mạnh Hùng,17:30:00,Other,02:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Mạnh Hùng,17:31:00,Bến xe,02:26:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,1000000000,1000000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Mạnh Hùng,17:31:00,Other,02:26:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,550000000,550000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Mạnh Hùng,17:32:00,Other,02:27:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,880000000,880000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Phúc Yên,17:05:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
Phúc Yên,16:50:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,535,Sài Gòn - Nha Trang
Mộc Thảo,19:50:00,Văn phòng,06:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1665,24,450000000,450000000,0.0,Saturday,11-10-2025,625,Sài Gòn - Nha Trang
Thuận Phát,17:40:00,Bến xe,23:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,67,24,520000000,520000000,0.0,Saturday,11-10-2025,350,Sài Gòn - Nha Trang
Hoàng Huy,12:00:00,Other,20:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,44,400000000,400000000,0.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
Sao Limousine,18:30:00,Bến xe,03:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.1,11,22,420000000,420000000,0.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Hoàng Huy,16:00:00,Other,00:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,7,22,560000000,560000000,0.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
Phúc An Express,22:30:00,Văn phòng,06:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Phúc An Express,22:30:00,Văn phòng,06:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,460,Sài Gòn - Nha Trang
Phúc An Express,22:45:00,Other,06:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
Phúc An Express,22:45:00,Other,06:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Quỳnh Nhật,10:00:00,Bến xe,18:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.7,279,24,650000000,650000000,0.0,Saturday,11-10-2025,485,Sài Gòn - Nha Trang
